"Idle",70,-103,357,-634,319,-177,6,32,360,-589,273,67,-3,-6,-3,-29,-3,-6,-9
"Levanta braco",70,-116,351,-657,290,-190,-6,32,348,-628,257,67,0,-1550,-3,-25,1482,0,-6
"Levanta pe direito",30,-106,731,-1256,576,-61,0,29,377,-628,241,-22,-6,-1546,-3,-25,1479,0,-6
"Estica",100,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6
"Estica",250,0,0,0,0,0,0,0,0,0,0,0,0,-1546,-3,-25,1479,0,-6

